occupancy_date,sector,capacity_type,location_city,occupied_beds,capacity_actual_bed,occupied_rooms,capacity_actual_room,occupancy_rate_beds,occupancy_rate_rooms,occupancy_rate
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,33,33,0,0,1,0,100
2024-01-16,Mixed Adult,Bed Based Capacity,NA,18,18,0,0,1,0,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-16,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-16,Men,Bed Based Capacity,Toronto,16,17,0,0,0.9411764705882353,0,94.11764705882352
2024-01-16,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-16,Youth,Bed Based Capacity,Toronto,11,15,0,0,0.7333333333333333,0,73.33333333333333
2024-01-16,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-16,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-16,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-16,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-16,Families,Room Based Capacity,Toronto,0,0,76,77,0,0.987012987012987,98.7012987012987
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-16,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-16,Women,Bed Based Capacity,Toronto,86,86,0,0,1,0,100
2024-01-16,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-16,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-16,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-16,Men,Bed Based Capacity,Toronto,263,264,0,0,0.9962121212121212,0,99.62121212121212
2024-01-16,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-16,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-16,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-16,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-16,Men,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-16,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-16,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-16,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-16,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Etobicoke,32,33,0,0,0.9696969696969697,0,96.96969696969697
2024-01-16,Youth,Bed Based Capacity,Etobicoke,20,20,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-16,Youth,Bed Based Capacity,Scarborough,41,41,0,0,1,0,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,148,149,0,0.9932885906040269,99.32885906040269
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,7,8,0,0,0.875,0,87.5
2024-01-17,Families,Room Based Capacity,North York,0,0,68,68,0,1,100
2024-01-17,Families,Room Based Capacity,North York,0,0,160,160,0,1,100
2024-01-17,Mixed Adult,Room Based Capacity,Etobicoke,0,0,145,145,0,1,100
2024-01-17,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-17,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,29,29,0,1,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,0,0,80,80,0,1,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,0,0,14,14,0,1,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,0,0,77,77,0,1,100
2024-01-17,Men,Bed Based Capacity,Toronto,14,18,0,0,0.7777777777777778,0,77.77777777777779
2024-01-17,Mixed Adult,Bed Based Capacity,NA,30,30,0,0,1,0,100
2024-01-17,Women,Room Based Capacity,Scarborough,0,0,103,103,0,1,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,41,41,0,1,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,20,20,0,1,100
2024-01-17,Men,Bed Based Capacity,Toronto,66,68,0,0,0.9705882352941176,0,97.05882352941177
2024-01-17,Mixed Adult,Room Based Capacity,Vaughan,0,0,61,63,0,0.9682539682539683,96.82539682539682
2024-01-17,Men,Bed Based Capacity,Toronto,45,48,0,0,0.9375,0,93.75
2024-01-17,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,28,28,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,48,48,0,0,1,0,100
2024-01-17,Mixed Adult,Room Based Capacity,NA,0,0,141,141,0,1,100
2024-01-17,Mixed Adult,Room Based Capacity,NA,0,0,6,6,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,92,93,0,0,0.989247311827957,0,98.9247311827957
2024-01-17,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,68,68,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,121,121,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,34,36,0,0,0.9444444444444444,0,94.44444444444444
2024-01-17,Men,Bed Based Capacity,Toronto,17,17,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,52,53,0,0,0.9811320754716981,0,98.11320754716981
2024-01-17,Men,Bed Based Capacity,Toronto,103,106,0,0,0.9716981132075472,0,97.16981132075472
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,31,35,0,0,0.8857142857142857,0,88.57142857142857
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,0,0,59,65,0,0.9076923076923077,90.76923076923077
2024-01-17,Women,Bed Based Capacity,Toronto,87,88,0,0,0.9886363636363636,0,98.86363636363636
2024-01-17,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,2,2,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,93,93,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,77,77,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,150,150,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,0,0,79,81,0,0.9753086419753086,97.53086419753086
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,44,46,0,0,0.9565217391304348,0,95.65217391304348
2024-01-17,Youth,Bed Based Capacity,Toronto,46,50,0,0,0.92,0,92
2024-01-17,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-17,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,9,10,0,0,0.9,0,90
2024-01-17,Women,Bed Based Capacity,Toronto,36,37,0,0,0.972972972972973,0,97.2972972972973
2024-01-17,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-17,Women,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,69,69,0,0,1,0,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,0,0,269,269,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,64,69,0,0,0.927536231884058,0,92.7536231884058
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,59,60,0,0,0.9833333333333333,0,98.33333333333333
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,147,150,0,0,0.98,0,98
2024-01-17,Youth,Bed Based Capacity,Toronto,5,6,0,0,0.8333333333333334,0,83.33333333333334
2024-01-17,Youth,Bed Based Capacity,Toronto,25,26,0,0,0.9615384615384616,0,96.15384615384616
2024-01-17,Men,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-17,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-17,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-17,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,110,112,0,0,0.9821428571428571,0,98.21428571428571
2024-01-17,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,0,0,5,5,0,1,100
2024-01-17,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-17,Mixed Adult,Room Based Capacity,Scarborough,0,0,322,322,0,1,100
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,0,0,174,174,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,NA,18,18,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,86,86,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,16,17,0,0,0.9411764705882353,0,94.11764705882352
2024-01-17,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-17,Youth,Bed Based Capacity,Toronto,11,15,0,0,0.7333333333333333,0,73.33333333333333
2024-01-17,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-17,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-17,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-17,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,77,77,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-17,Women,Bed Based Capacity,Toronto,86,86,0,0,1,0,100
2024-01-17,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-17,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-17,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-17,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-17,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-17,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-17,Men,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-17,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-17,Youth,Bed Based Capacity,Toronto,39,40,0,0,0.975,0,97.5
2024-01-17,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-17,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Etobicoke,31,33,0,0,0.9393939393939394,0,93.93939393939394
2024-01-17,Youth,Bed Based Capacity,Etobicoke,20,20,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-17,Youth,Bed Based Capacity,Scarborough,41,41,0,0,1,0,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,148,148,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,7,8,0,0,0.875,0,87.5
2024-01-18,Families,Room Based Capacity,North York,0,0,67,67,0,1,100
2024-01-18,Families,Room Based Capacity,North York,0,0,161,161,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,Etobicoke,0,0,144,144,0,1,100
2024-01-18,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-18,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,22,23,0,0,0.9565217391304348,0,95.65217391304348
2024-01-18,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,0,0,80,80,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,0,0,77,77,0,1,100
2024-01-18,Men,Bed Based Capacity,Toronto,15,18,0,0,0.8333333333333334,0,83.33333333333334
2024-01-18,Mixed Adult,Bed Based Capacity,NA,27,30,0,0,0.9,0,90
2024-01-18,Women,Room Based Capacity,Scarborough,0,0,102,102,0,1,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,41,41,0,1,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,48,48,0,1,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,20,20,0,1,100
2024-01-18,Men,Bed Based Capacity,Toronto,66,68,0,0,0.9705882352941176,0,97.05882352941177
2024-01-18,Mixed Adult,Room Based Capacity,Vaughan,0,0,61,63,0,0.9682539682539683,96.82539682539682
2024-01-18,Men,Bed Based Capacity,Toronto,45,48,0,0,0.9375,0,93.75
2024-01-18,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,48,48,0,0,1,0,100
2024-01-18,Mixed Adult,Room Based Capacity,NA,0,0,143,143,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,NA,0,0,6,6,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,93,93,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,68,68,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,122,122,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,34,36,0,0,0.9444444444444444,0,94.44444444444444
2024-01-18,Men,Bed Based Capacity,Toronto,17,17,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,53,53,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,106,106,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,32,35,0,0,0.9142857142857143,0,91.42857142857143
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,0,0,61,65,0,0.9384615384615385,93.84615384615384
2024-01-18,Women,Bed Based Capacity,Toronto,88,88,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,1,2,0,0,0.5,0,50
2024-01-18,Youth,Bed Based Capacity,Toronto,93,93,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,77,77,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,150,150,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,0,0,79,81,0,0.9753086419753086,97.53086419753086
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,45,46,0,0,0.9782608695652174,0,97.82608695652173
2024-01-18,Youth,Bed Based Capacity,Toronto,47,50,0,0,0.94,0,94
2024-01-18,Youth,Bed Based Capacity,Toronto,38,40,0,0,0.95,0,95
2024-01-18,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,9,10,0,0,0.9,0,90
2024-01-18,Women,Bed Based Capacity,Toronto,36,37,0,0,0.972972972972973,0,97.2972972972973
2024-01-18,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-18,Women,Bed Based Capacity,Toronto,51,52,0,0,0.9807692307692307,0,98.07692307692307
2024-01-18,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,69,69,0,0,1,0,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,0,0,269,269,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,64,68,0,0,0.9411764705882353,0,94.11764705882352
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,59,60,0,0,0.9833333333333333,0,98.33333333333333
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,145,150,0,0,0.9666666666666667,0,96.66666666666667
2024-01-18,Youth,Bed Based Capacity,Toronto,5,6,0,0,0.8333333333333334,0,83.33333333333334
2024-01-18,Youth,Bed Based Capacity,Toronto,25,26,0,0,0.9615384615384616,0,96.15384615384616
2024-01-18,Men,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-18,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-18,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,110,112,0,0,0.9821428571428571,0,98.21428571428571
2024-01-18,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,Toronto,65,65,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,0,0,5,5,0,1,100
2024-01-18,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-18,Mixed Adult,Room Based Capacity,Scarborough,0,0,323,323,0,1,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,0,0,176,176,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,NA,19,19,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,86,86,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,15,17,0,0,0.8823529411764706,0,88.23529411764706
2024-01-18,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-18,Youth,Bed Based Capacity,Toronto,11,15,0,0,0.7333333333333333,0,73.33333333333333
2024-01-18,Women,Bed Based Capacity,Toronto,15,16,0,0,0.9375,0,93.75
2024-01-18,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-18,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-18,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-18,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,77,77,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-18,Women,Bed Based Capacity,Toronto,86,86,0,0,1,0,100
2024-01-18,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-18,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-18,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-18,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-18,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-18,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-18,Men,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-18,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-18,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-18,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Etobicoke,30,33,0,0,0.9090909090909091,0,90.9090909090909
2024-01-18,Youth,Bed Based Capacity,Etobicoke,20,20,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-18,Youth,Bed Based Capacity,Scarborough,41,41,0,0,1,0,100
2024-01-19,Families,Room Based Capacity,Toronto,0,0,147,149,0,0.9865771812080537,98.65771812080537
2024-01-19,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-19,Mixed Adult,Bed Based Capacity,Toronto,7,8,0,0,0.875,0,87.5
2024-01-19,Families,Room Based Capacity,North York,0,0,67,67,0,1,100
2024-01-19,Families,Room Based Capacity,North York,0,0,163,163,0,1,100
