occupancy_date,sector,capacity_type,location_city,occupancy_rate
2024-01-11,Men,Bed Based Capacity,Toronto,80
2024-01-11,Men,Room Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,98.63013698630137
2024-01-11,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-11,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,North York,100
2024-01-11,Women,Bed Based Capacity,North York,100
2024-01-11,Men,Bed Based Capacity,North York,100
2024-01-11,Women,Bed Based Capacity,North York,100
2024-01-11,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-11,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,NA,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,76.47058823529412
2024-01-11,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-11,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Men,Room Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Women,Room Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,98.7012987012987
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Women,Room Based Capacity,North York,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Room Based Capacity,Scarborough,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Room Based Capacity,North York,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,NA,100
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Etobicoke,100
2024-01-11,Youth,Bed Based Capacity,Etobicoke,100
2024-01-11,Youth,Bed Based Capacity,Scarborough,100
2024-01-11,Youth,Bed Based Capacity,Scarborough,97.5609756097561
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,North York,100
2024-01-12,Families,Room Based Capacity,North York,100
2024-01-12,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-12,Men,Room Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,100
2024-01-12,Men,Bed Based Capacity,Toronto,72.22222222222221
2024-01-12,Women,Room Based Capacity,Scarborough,99.02912621359224
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,92.64705882352942
2024-01-12,Mixed Adult,Room Based Capacity,Vaughan,91.30434782608695
2024-01-12,Men,Bed Based Capacity,Toronto,97.91666666666666
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Room Based Capacity,NA,100
2024-01-12,Mixed Adult,Room Based Capacity,NA,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,98.52941176470588
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,88.88888888888889
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,91.42857142857144
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,96.42857142857144
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,98.71794871794872
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,98.78048780487804
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,93.47826086956522
2024-01-12,Youth,Bed Based Capacity,Toronto,98
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Room Based Capacity,Scarborough,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,92
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,92.7536231884058
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,99.16666666666669
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-12,Men,Bed Based Capacity,Toronto,96
2024-01-12,Men,Bed Based Capacity,Toronto,97.14285714285714
2024-01-12,Men,Bed Based Capacity,Toronto,80
2024-01-12,Men,Room Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,North York,100
2024-01-12,Women,Bed Based Capacity,North York,100
2024-01-12,Men,Bed Based Capacity,North York,50
2024-01-12,Women,Bed Based Capacity,North York,100
2024-01-12,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,NA,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,88.23529411764706
2024-01-12,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-12,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Men,Room Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Room Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Women,Room Based Capacity,North York,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Room Based Capacity,Scarborough,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Room Based Capacity,North York,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Men,Bed Based Capacity,Toronto,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,NA,100
2024-01-12,Families,Room Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Women,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Toronto,100
2024-01-12,Youth,Bed Based Capacity,Etobicoke,100
2024-01-12,Youth,Bed Based Capacity,Etobicoke,100
2024-01-12,Youth,Bed Based Capacity,Scarborough,100
2024-01-12,Youth,Bed Based Capacity,Scarborough,97.5609756097561
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,North York,100
2024-01-13,Families,Room Based Capacity,North York,100
2024-01-13,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-13,Men,Room Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,100
2024-01-13,Men,Bed Based Capacity,Toronto,77.77777777777779
2024-01-13,Women,Room Based Capacity,Scarborough,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,94.11764705882352
2024-01-13,Mixed Adult,Room Based Capacity,Vaughan,91.30434782608695
2024-01-13,Men,Bed Based Capacity,Toronto,97.91666666666666
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Room Based Capacity,NA,100
2024-01-13,Mixed Adult,Room Based Capacity,NA,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,88.88888888888889
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,94.28571428571428
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,96.42857142857144
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,98.78048780487804
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,97.82608695652172
2024-01-13,Youth,Bed Based Capacity,Toronto,98
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Room Based Capacity,Scarborough,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,92
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,91.30434782608695
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-13,Men,Bed Based Capacity,Toronto,96
2024-01-13,Men,Bed Based Capacity,Toronto,97.14285714285714
2024-01-13,Men,Bed Based Capacity,Toronto,80
2024-01-13,Men,Room Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,North York,100
2024-01-13,Women,Bed Based Capacity,North York,100
2024-01-13,Men,Bed Based Capacity,North York,100
2024-01-13,Women,Bed Based Capacity,North York,100
2024-01-13,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,NA,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,88.23529411764706
2024-01-13,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-13,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Men,Room Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Room Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Women,Room Based Capacity,North York,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Room Based Capacity,Scarborough,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Room Based Capacity,North York,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Men,Bed Based Capacity,Toronto,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,NA,100
2024-01-13,Families,Room Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Women,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Toronto,100
2024-01-13,Youth,Bed Based Capacity,Etobicoke,100
2024-01-13,Youth,Bed Based Capacity,Etobicoke,100
2024-01-13,Youth,Bed Based Capacity,Scarborough,100
2024-01-13,Youth,Bed Based Capacity,Scarborough,97.5609756097561
2024-01-14,Families,Room Based Capacity,Toronto,99.33333333333331
2024-01-14,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,North York,100
2024-01-14,Families,Room Based Capacity,North York,100
2024-01-14,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-14,Men,Room Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,100
2024-01-14,Men,Bed Based Capacity,Toronto,77.77777777777779
2024-01-14,Women,Room Based Capacity,Scarborough,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,95.58823529411764
2024-01-14,Mixed Adult,Room Based Capacity,Vaughan,91.30434782608695
2024-01-14,Men,Bed Based Capacity,Toronto,95.83333333333334
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Room Based Capacity,NA,100
2024-01-14,Mixed Adult,Room Based Capacity,NA,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,91.66666666666666
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,94.28571428571428
2024-01-14,Mixed Adult,Room Based Capacity,Toronto,92.3076923076923
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,96.42857142857144
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,96.42857142857144
2024-01-14,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-14,Mixed Adult,Room Based Capacity,Toronto,98.78048780487804
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,97.82608695652172
2024-01-14,Youth,Bed Based Capacity,Toronto,98
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Room Based Capacity,Scarborough,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,92
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,85.5072463768116
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,98.52941176470588
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-14,Men,Bed Based Capacity,Toronto,96
2024-01-14,Men,Bed Based Capacity,Toronto,97.14285714285714
2024-01-14,Men,Bed Based Capacity,Toronto,80
2024-01-14,Men,Room Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-14,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,North York,100
2024-01-14,Women,Bed Based Capacity,North York,100
2024-01-14,Men,Bed Based Capacity,North York,100
2024-01-14,Women,Bed Based Capacity,North York,100
2024-01-14,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-14,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,NA,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,88.23529411764706
2024-01-14,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-14,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Men,Room Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Room Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Women,Room Based Capacity,North York,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Room Based Capacity,Scarborough,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Room Based Capacity,North York,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Men,Bed Based Capacity,Toronto,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,NA,100
2024-01-14,Families,Room Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Women,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Toronto,100
2024-01-14,Youth,Bed Based Capacity,Etobicoke,100
2024-01-14,Youth,Bed Based Capacity,Etobicoke,100
2024-01-14,Youth,Bed Based Capacity,Scarborough,100
2024-01-14,Youth,Bed Based Capacity,Scarborough,97.5609756097561
2024-01-15,Families,Room Based Capacity,Toronto,99.33333333333331
2024-01-15,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,North York,100
2024-01-15,Families,Room Based Capacity,North York,100
2024-01-15,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-15,Men,Room Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
